اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر توم فورد توسكان ليذر او دو بارفيوم 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/853c18e1-b874-4ea8-a4f0-3b23833ba25c-500x500-AItkd7EZZS39TBqZOi0569Kx7kcCGo1Amg5i9d9P.png",732,متجر ساراء ميكاب.csv,عطر توم فورد توسكان ليذر او دو بارفيوم 50مل,42.9,REVERSE-LOOKUP-FOUND,توس,duplicate,,
عطر توم فورد عود وود او دو بارفيوم 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b4c9f3c2-62e7-4915-996f-bc44ba714c0e-500x500-T6iHrOiTeDXkxsfwsBsttFCvkmWvZYOQa2XMbiP4.png",690,متجر ساراء ميكاب.csv,عطر توم فورد عود وود أو دو بارفيوم 100 مل,41.5,REVERSE-LOOKUP-FOUND,توم فورد,duplicate,,
توم فورد سانتال بلاش أو دي بارفان سبراي 30 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/331f5f8e-9001-4e19-9cb8-8a72677838a7-500x500-u0vQrW5gU4jpdt44pCkY8wpz6a24m0wZEafbCqU9.png",678,متجر ساراء ميكاب.csv,تستر توم فورد فوجير دارجان أو دو بارفيوم 100مل,33.0,REVERSE-LOOKUP-FOUND,توم فورد,duplicate,,
عطر توم فورد سولاي سوليل بلانك او دو بارفيوم 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ddb9744c-286f-4109-be83-e45ecbb7bdff-500x500-3Cvrnytyg4GFRG630MuUCbfQ35VezgmDyg9OPKq2.png",615,متجر ساراء ميكاب.csv,عطر توم فورد فانيلا سينسورد أو دو بارفيوم 50مل,36.4,REVERSE-LOOKUP-FOUND,توم فورد,duplicate,,
توم فورد توباكو فانيل 30 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bdb226e1-990d-482c-b038-2fb0fb004f44-500x500-6kc2SD2oqGDu4r9Lp6Kq49lZCJ1YNrbGz9FWlrNO.png",552,متجر ساراء ميكاب.csv,معطر للجسم توم فورد بلاك أوركيد 150مل,31.9,REVERSE-LOOKUP-FOUND,توم فورد,duplicate,,
ويلجرماين اكوافورتيس او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e6bb99d0-bfd3-4159-bb47-a60d8ee96097-500x500-hUQ6nKnwrVt8Ju1SPlY1c3dcYC1i55ynF8CbCnU8.png",593,متجر ساراء ميكاب.csv,تستر باراديس ديس سينس سيليستيا أو دو برفيوم 100مل,50.3,REVERSE-LOOKUP-FOUND,فلوريس,duplicate,,
عطر ويلجرماين باشن فيكتيم أودو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/37a2423e-68f3-490a-a9ee-3e0d2cc4d328-500x500-wVqNJ3EmdXrJEht0eS87mE4GrfbrcPGnsUvsM0Af.png",561,متجر ساراء ميكاب.csv,عطر لابراتوريو أولفاتيفو دايميريس أو دو بارفيوم 100 مل,51.2,REVERSE-LOOKUP-FOUND,باش,duplicate,,
عطر اكزوما اير افتر رين 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2a0d45d2-7b22-4f5a-a993-237a3ae81274-500x500-ZRCka9835OTWW6DAWI6PJdypF0vlvgP3KPH74wMf.png",529,متجر ساراء ميكاب.csv,عطر دينجوريس ماريكس 50مل,43.0,REVERSE-LOOKUP-FOUND,باكوما,duplicate,,
عطر اكزوما فتيفر رويال 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/54586f50-ba7a-4aa3-8d3b-e9161ffcdb80-500x500-qnq1KYhPnjurezbZalH8NTF9wFQCReKDwEN6t5Rt.png",449,متجر ساراء ميكاب.csv,عطر ميزون كريفلي ابسينث بوغيال 100 مل,45.5,REVERSE-LOOKUP-FOUND,باكوما,duplicate,,
عطر إكسوما باروم روز 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/eb4339a5-2a11-4acc-83ab-0369d8f0d4ac-500x500-gpGZI36aGOlcYEUIEQaICwfZz2B1uqpHRYFCm7TX.png",449,متجر ساراء ميكاب.csv,عطر انطونيو بويج كواروم تواليت 100مل,45.8,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر اكزوما اترنال ايس 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/631f6e08-1478-420f-a225-11dbec789ee4-500x500-TaEHUm48K3EgAyAIOgGNUXIZ6mcaul88k5NTUhPu.png",449,متجر ساراء ميكاب.csv,عطر دينجوريس ماريكس 50مل,43.9,REVERSE-LOOKUP-FOUND,باكوما,duplicate,,
عطر إكزوما بارفيومز أكوا انتينس مان أو دو برفيوم100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a52774aa-1838-47ef-83a5-062f3fe721d2-500x500-3fNU4tkou62exSY1kA2t8ymy8l5QkxhZEIe94eGB.png",391,متجر ساراء ميكاب.csv,عطر صمام سينداريا اكس هوم اكسكلوسيف او دو بارفيوم انتنس 100مل,45.6,REVERSE-LOOKUP-FOUND,إكسوما بارفيومز,duplicate,,
عطر اكزوما سيتروس ليكيور أو دي بارفيوم النسائي 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/55cbc53c-9c32-44c7-92ac-4d693b0842f2-500x500-EnF3frwFiEhmWiSWAF7LFSFHn1CnnVQHGcpEPBC1.png",382,متجر ساراء ميكاب.csv,عطر قوتشي بلوم أمبروسيا دي فيوري أو دو بارفيوم إنتنس 100 مل,48.5,REVERSE-LOOKUP-FOUND,باكوما,duplicate,,
فرينش افينيو ازور عود او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8fb2e854-43f2-4b37-ba59-7a24d300d207-500x500-FhSJtLcIUY7fNYTShG0F0dJKXH6ykbfDGWejHPCL.png",146,متجر ساراء ميكاب.csv,تستر كارولينا هيريرا ايرش امباير او دو برفيوم 100 مل,50.5,REVERSE-LOOKUP-FOUND,امور عود,duplicate,,
عطر روس اند روس وودز ان لوف او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8a8022c8-40b2-4ce0-a6c8-4f354dbef5db-500x500-wk4k2lMLtGDRwa2Av7at83V04ThGvEyjX6m2TO88.png",816,متجر ساراء ميكاب.csv,عطر دافيدوف ران وايلد النسائي او دو بارفيوم 100مل,53.4,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر ويلجرماين بوزيشن او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e23e9544-9114-492c-9964-95323f52edde-500x500-LUBkkuqYSVJgxlxryIWclN6nyqefCDrkj4j10AOz.png",575,متجر ساراء ميكاب.csv,عطر لانكوم ميريكل النسائي او دو بارفيوم 100مل,49.6,REVERSE-LOOKUP-FOUND,,duplicate,,
ويلجرماين انكونفيسيبل او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8dbca59d-12ef-41ac-bb28-dfeb7431852e-500x500-dD7JX6rUHAhbRlG1n3lK2kjRQM0SPdWBjlEAZeKc.png",575,متجر ساراء ميكاب.csv,تستر لويفي إسينسيا أو دو برفيوم 100مل,49.5,REVERSE-LOOKUP-FOUND,مارينا,duplicate,,
عطر فيرتوس بنقال 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/26a21b5e-067b-4108-a4f9-e342ba5e5838-500x500-pFdX56WxP50WlnzDBfxXJvYidRQOQcGYiFGu38pg.png",575,متجر ساراء ميكاب.csv,عطر لافيرن اللور 100 مل,50.5,REVERSE-LOOKUP-FOUND,توس,duplicate,,
عطر ويلجرماين مور از مور او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f9f22356-7d17-42c9-a147-44a6eade3770-500x500-40fWJ50F5RZVhRUTecsjyFbxV7y87XR8YCIOARuD.png",506,متجر ساراء ميكاب.csv,عطر لانكوم روز بيونيا او دو برفيوم 100 مل,50.0,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر ويلجرماين راديانزا او دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/042c0f73-cd1a-452c-b52a-e7dc9c48c59f-500x500-fC05D9HvsyIaBIno2xPQmrby61Pc2DJtoFE3y3lt.png",504,متجر ساراء ميكاب.csv,عطر كالفن كلاين ديفاي أو دو برفيوم 100 مل,53.1,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر روس & روزس سموك أند ميرورز اودى بيرفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e0d6833a-300f-4d3a-ad09-939131d995d3-500x500-UZpKUzYKmcwfi4sn8vWcov3VQcfxBFkjfFUKWNdw.png",449,متجر ساراء ميكاب.csv,عطر فريد هايمان هوليود ستار النسائي او دو بارفيوم 100مل,48.0,REVERSE-LOOKUP-FOUND,روس & روس,duplicate,,
طقم هدايا بنهاليغونز هيلفيتي 2قطع عطر 100 مل + شمعة معطرة 200 ملي,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5a69a689-43c4-43be-ab49-8ce784e77ac3-500x500-FUwjCujjBepIvuBryfTGERZkyOU0moHtE4U7t4IC.png",1319,متجر ساراء ميكاب.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),36.2,REVERSE-LOOKUP-FOUND,بنهاليغونز,duplicate,,
طقم عطر هيرميس تير دي هيرميس، ماء تواليت 100 مل + جل 40 مل + عبوة صغيرة 15 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/89179857-9fd0-4e89-902c-b35499b33cb7-500x476.5-e8N88PTeoK1pD6yIaY9lufO0kJU2XrC8pn4PTQWL.png",460,متجر ساراء ميكاب.csv,طقم عطر كارتير لا بانتير أو دو بارفيوم 100 مل + بودي لوهن 75 مل,36.0,REVERSE-LOOKUP-FOUND,هيرميس,duplicate,,
طقم برادا لونا روسا اوشن اودي تواليت رجالي 100مل + عطر بخ 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1d3ed1e9-8474-4a1f-becc-504a73eadc88-500x500-AyHjcJTCytuCK5x0MNGo1MjskbqSQpXTNGKhlVQ7.png",425,متجر ساراء ميكاب.csv,طقم هرمز تيري هرمز اودي تواليت رجالي 100 مل + عطر بخ 15 مل + شور جل 40 مل,44.9,REVERSE-LOOKUP-FOUND,برادا,duplicate,,
طقم اوسكار دي لارنتا بيلا بلانكا بارفيوم (عطر 100مل+بودي لوشن100مل+عينة 30مل),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4d714405-1438-4188-b3d1-62d47c6e2166-500x500-OudugVmKrf87dAXsn6Bp9ar7WPrEkLDDtL4eCZvJ.png",316,متجر ساراء ميكاب.csv,طقم كريستال رويال اودي بارفيوم نسائي 100 مل + بودرة 15 جرام + بودي لوهن 150 مل,40.7,REVERSE-LOOKUP-FOUND,أوسكار دي لارنتا,duplicate,,
عينة عطر جست كفالي من روبرتو كفالي او دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/10a77047-dce6-4c94-a85c-52db33835925-500x500-C7Mni5qZWXTneml5ncTO5WH9Hvb1PJS0v8idAZbS.png",4,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا سايلينج داي أو دو تواليت 100 مل للجنسين,37.6,REVERSE-LOOKUP-FOUND,ايليت,duplicate,,
عطر لاكوست روز او فريش او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/57bc817c-059b-4f22-9655-a53fd324cfeb-500x500-1c7eqprB4gWzNyOYXwphs3dvQ2SbSBLpNAWCZ9L4.png",224,متجر ساراء ميكاب.csv,عطر لاكوست روز او فريش او دو تواليت 100مل,95.0,GOLDEN-HIGH,لاكوست,duplicate,,
عطر الشعر فيكتور آند رولف فلاور بومب بارفيوم-30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bf2dc1ce-0639-4d70-962c-1eb0a8e7455c-500x500-UqYDIzHGbMSXfwcbBsqmKLAjnTGWKiaYkfBDe2kq.png",263,متجر ساراء ميكاب.csv,عطر الشعر ڤيكتور آند رولف فلاور بومب بارفيوم 30 مل للنساء,50.9,REVERSE-LOOKUP-FOUND,فيكتور آند رولف,duplicate,,
عطر لاكوست روز او دو بارفيوم-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/456c0180-101e-4d43-977a-13b329d3836f-500x500-MStx3R230Eg6m1DEGQ9juC0SKtckjDuOW8Skm1Vj.png",207,متجر ساراء ميكاب.csv,عطر صمام عود او دو بارفيوم 100مل,53.6,REVERSE-LOOKUP-FOUND,لاكوست,duplicate,,
عطر لاكوست الاسود الرجالي نوار او دو تواليت-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/807379a1-5c5e-4338-bc5f-c02ea1e1bc22-500x500-tYtUH1BXY8Zqg6mK0SD3KZrZT08Ad5F6Ub6okBnV.png",195,متجر ساراء ميكاب.csv,عطر لاكوست الاسود الرجالي نوار او دو تواليت 100مل,90.6,GOLDEN-HIGH,لاكوست,duplicate,,
عطر L.12.12 روز سباركلينج من لاكوست أو دو تواليت للنساء 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c8ba3d4a-7831-4f49-bbfb-1ea3701cfc45-500x500-riIXBaOGXOCwHkpYllabN54XC5e8bL0vyV7zG3EX.png",189,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا فلاور ماركت أو دو تواليت 100 مل للنساء,41.1,REVERSE-LOOKUP-FOUND,لاكوست,duplicate,,
عطر لاكوست اسنشيال رجالي او دي تواليت 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ca528afb-add6-4dc0-8d6b-c57840848f33-500x500-UHWCbZTiAYZLwUI9nnMjyUqZ3sBxznN8XeGGfXbW.png",184,متجر ساراء ميكاب.csv,عطر كارون بور أن هوم دو كارون سبورت أو دو تواليت 125مل,46.8,REVERSE-LOOKUP-FOUND,لاكوست,duplicate,,
جيبرليز يس ايم ذا كوين ليدي او دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ef451228-472f-4495-8d19-333bc5f7e9ef-500x500-8sOhREZuUuy1uNMP7BH0JvCv9LdH17DZ3wXwOqDT.png",126,متجر ساراء ميكاب.csv,تستر لويس فيتون لي سابيلس روزيس أو دو برفيوم 100مل,50.3,REVERSE-LOOKUP-FOUND,جيبرليز,duplicate,,
عطر فان كليف انسينس بريسيو او دو بارفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/544c9f36-c37b-40b2-9b80-bdc45cb0bd92-500x500-zqm97SdY3QsnRXoCQ0XPpw0bWBXNA98wkF2u24Kz.png",552,متجر ساراء ميكاب.csv,عطر جيفينشي ليف ارسيستبل أو دو بارفيوم 75 مل,51.3,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر فان كليف مسك دي سوي او دو بارفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/41fcbf61-8b7c-417b-8b3b-cd3d4ce0294c-388.88888888889x500-nhj0XAx5ydCwydmzC84GKtk9NgiOqGQCS7WeIBBG.png",523,متجر ساراء ميكاب.csv,عطر ميمو باريس إنليه أو دو بارفيوم 75 مل,45.7,REVERSE-LOOKUP-FOUND,,duplicate,,
فرنش افنيو امبر امباير او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3ab01909-a3f1-410f-9b40-ca2554362731-500x500-8JhRaeAUUE0RNEY3C4LgxpvEglGfZ7dQSOAgquDo.png",184,متجر ساراء ميكاب.csv,تستر ارماني يو أبسولوتلي أو دو بارفيوم 100مل,48.9,REVERSE-LOOKUP-FOUND,فرنش أفينيو,duplicate,,
مجموعه هدايا عطر سجنتشر عود او دي بارفيوم 100مل +15مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c235a988-5906-4537-b3ac-395c3095b52f-500x500-MRdFoegn1mte4j0OntR0bsYjPj0J70kDzpd4kTs9.png",368,متجر ساراء ميكاب.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),42.7,REVERSE-LOOKUP-FOUND,سيجنتشر,duplicate,,
مجموعة هدايا عطر سيجنتشر دايموند او دو بارفيوم (عطر 100مل + عينة 15مل),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/68156594-0fa8-4d67-baa4-0a68e7599ff9-500x500-O80HUK4uGroZM74gN2jWMMFPydsvnHpdAgbPrMp7.png",368,متجر ساراء ميكاب.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),44.4,REVERSE-LOOKUP-FOUND,سيجنتشر,duplicate,,
مجموعة هدايا عطر سيجنتشر سيلاجيد اورينت روز 100 مل +15 مل تعبئه,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/591ae5ae-234f-4e60-aa73-07d029269b49-500x500-sQs78dWqhgVZTogKbV6MAtVGGDC2mRKOTGf061HT.png",368,متجر ساراء ميكاب.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),36.4,REVERSE-LOOKUP-FOUND,سيجنتشر,duplicate,,
مجموعه هدايا عطر سيجنتشر سانتال او دي بارفيوم ( 100مل + عينة 15 مل ),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/65e96e30-5a4c-4afa-8411-aed9b6a74957-500x500-dWvSc691YieMVyHUsZtmX8CrdTc0u7oyfXvFPZPI.png",368,متجر ساراء ميكاب.csv,عطر لطافة مجموعة هدايا وشوشة (أو دو برفيوم 100 مل + مزيل عرق 200 مل),44.4,REVERSE-LOOKUP-FOUND,سيجنتشر,duplicate,,
مجموعة عطر جو مالون عطر عود اند برغموت المركز، 100 مل+9مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9b00da65-9f13-4d43-877e-1d4a95aa85b1-500x500-M803fLwvMwiLDuah8da7KmTyXSTygfAybyID2dHm.webp",775,متجر ساراء ميكاب.csv,عطر ون مليون باكربان اليكسير المركز 100مل,41.0,REVERSE-LOOKUP-FOUND,جو مالون,duplicate,,
سكن1004 سينتلا أمبولة العناية بالمسام 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/986593ff-edfa-4e5c-b36f-6e16fd415ecd-500x500-FP8b2CenEhAij3HYpBt6BchlYlmTW5N2HrmSk2y7.png",52,متجر ساراء ميكاب.csv,تستر ليكيد ايماجنير بلانش بيت 100مل,38.7,REVERSE-LOOKUP-FOUND,سكين1004,duplicate,,
عطر ذا سبريت اوف دبي بحر او دو بارفيوم ٥٠مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b670dcf1-bb52-4c71-adc6-d67b4d82ba54-500x500-gkJezQjDIT1MD4UK5Cns6x4xyXaNQNYUgzn8iezc.png",971,متجر ساراء ميكاب.csv,عطر روجا دوف سلطنه عمان او دى بيرفيوم 50 مل للجنسين,39.0,REVERSE-LOOKUP-FOUND,ذا سبيريت أوف دبي,duplicate,,
عطر ماتيري بريمير نيرولي أورانجر 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fccaf46a-d945-45fe-9068-83cd680758a6-439.0243902439x500-lu4a7kfs2BOtDyRjzcX46zydJVkN8O3BXImZmdeH.png",828,متجر ساراء ميكاب.csv,عطر ميزون كريفلي ابسينث بوغيال 100 مل,43.0,REVERSE-LOOKUP-FOUND,ماتير بريمير,duplicate,,
عطر ايف سان لوران بلاك اوبيوم فلورال شوك او دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a7bcc5e0-719f-431c-a84b-5b12979923b5-500x500-4Vti56adtqaLtJ9erJlxxQna6wY7TPys6e9veEyv.png",366,متجر ساراء ميكاب.csv,عطر كارون فلور دو روكايل أو دو بارفيوم 50مل,52.4,REVERSE-LOOKUP-FOUND,ايف سان لوران,duplicate,,
عطر فرينش افينيو اوبوس قراند 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0d695a2b-891f-418e-9084-a6a5b8dbffd0-500x500-9rZSI3NdgDixfULlO6JzrhHlB3v6AfEYfPNlQSGs.png",173,متجر ساراء ميكاب.csv,عطر شانيل كوكو مادمازل لو بريفيه 100 مل,44.3,REVERSE-LOOKUP-FOUND,فرنش أفينيو,duplicate,,
عطر فرينش افينيو فينوس دي ميلو 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/aa7869cb-3eca-4294-b692-d479334b3c9b-500x500-bHDyaTdt3ZdO9ufcQzpbt0NeiOvxV1jcMYYnMUFO.png",163,متجر ساراء ميكاب.csv,عطر فيلي أند فيل ايف قوز ايدن 100 مل,48.1,REVERSE-LOOKUP-FOUND,فرنش أفينيو,duplicate,,
عطر فرينش افينيو سولتري وودس 80 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/65510ac3-7104-4e70-912a-1acc03bc5096-500x435.51401869159-nK1ptsiTQW3caetmY4G2LjAp1L4jhyNefC4qHWFS.png",161,متجر ساراء ميكاب.csv,عطر فراجرانس دو بوا ميلانو برفيوم 100 مل للجنسين,16.2,REVERSE-LOOKUP-FOUND,فرنش أفينيو,duplicate,,
