اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر فانيل دي تاهيتي من بيريس 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/52089dde-bcf1-4cdf-90a4-a93305c66e81-500x500-nJVEEb6EaHnJVvP17Cp3jFbErVARZC4MCWlCTxz4.png",575,متجر ساراء ميكاب.csv,عطر ليكويدز ايماجينيريز بيلى بيتى 100 مل,43.4,GOLDEN-LOW-VERIFIED,,new,,
عطرباتشولي نوسي بي من بيريز –اكسترايت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e0fde867-96ee-48f9-aeab-834592bfec1c-500x500-Dupa1J7HoOgA8sEUQ67SczF6WUzonduKajVoyfaj.jpg",575,متجر ساراء ميكاب.csv,عطر زودياك ناتاليا لي بارفيوم أو دي بارفيوم انتنس 50 مل,49.3,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر هوغو بوس بوتلد ابسولو بارفيوم انتنس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/73ec8a9b-b86c-4229-9d09-6a54139a6c53-500x500-K327ISWyFLWKTpYPfwAzHOG1eTWLxwRhBY5XNMkw.png",11,متجر ساراء ميكاب.csv,عطر اكسلنسي اودو بارفيوم للجنسين 100مل,38.6,GOLDEN-LOW-VERIFIED,هوغو بوس,new,,
عطرتيوبريوس أبسولو من بيريز- اكسترايت دي بارفيوم-50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/179d66a6-281b-4c2f-b38e-d45c8d9755ea-500x500-9oYggMvH5ecq0ZT2KEV0y1Dip8VLgTi57bj9g7vs.png",1046,متجر ساراء ميكاب.csv,عطر لورينزو بازاجليا بلاك سي اكسترايت دو بارفيوم 50مل,48.6,GOLDEN-LOW-VERIFIED,,new,,
عطر الجنسو فرايدي ايديشن او دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/da3e441c-d93e-4325-aada-711a98e37c17-500x500-5GnGjFw1eeGVNXARqH2s9mMjiQ5TagKsU5wKMZXN.png",138,متجر ساراء ميكاب.csv,عطر جيس دير النسائي أو دو تواليت 100مل,42.2,GOLDEN-LOW-VERIFIED,الجنسو,new,,
كريم ترطيب البشره من كيو في 1000 جم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b476f234-279d-4a65-b7f1-1b692fdd6616-375.21663778163x500-SaWwNvljyp9zTrwcCm53YniuTaBmT1osuMglfN9M.png",162,متجر ساراء ميكاب.csv,بودرة معطرة للجسم استي لودر بيوتيفول 100 جم,39.3,GOLDEN-LOW-VERIFIED,كريد,new,,
مرطب الشفاه لمعان الخوخ من لابيلو - 4.8 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c91d07fb-62a5-4b6c-b7ee-69f60c78128c-375.21663778163x500-4sZjARYgVWz1yGft9OUbpequA5Hfz8QIyUf2Du6l.png",11,متجر ساراء ميكاب.csv,جاد بخور مبسوس الجود 30 جرام,50.7,GOLDEN-LOW-VERIFIED,,new,,
معطر الجسم الفراولة والشمبانيا، 250 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/909cbaef-ea28-4f4a-a1e3-ade0ebcf6899-375.21663778163x500-8I70ASW1iMCIObkBMWxLq3QyjD3cCTHJpi1ZQjz3.png",59,متجر ساراء ميكاب.csv,بخور رصاصي الألحان الرصاصي 100 جرام,28.1,GOLDEN-LOW-VERIFIED,,new,,
"مرطب شفايف بنكهة البطيخ من لابيلو, 4.8 جرام","https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e762bf7f-9e9b-46dd-a7c3-3334b3354e6c-375.21663778163x500-m3pP8ojHnT27bytH0dDSTZNwSFqmK5GwXTe4PdUO.png",11,متجر ساراء ميكاب.csv,جاد بخور مبسوس الجود 30 جرام,49.8,GOLDEN-LOW-VERIFIED,,new,,
عطر إكس نيهيلو بلو تاليسمان إكستريت دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/09512e27-d5de-4331-be6f-e279c7bd66dd-333.33333333333x500-p1IAzi48C92GbOFAmiKiPQKds2TV1fLucTBrJqgW.png",1932,متجر ساراء ميكاب.csv,عطر لويس فيتون دانسينج بلوسوم إكستريت دو برفيوم 100مل,41.5,GOLDEN-LOW-VERIFIED,,new,,
جالهاد ومجموعة الاستكشاف الرجالية من ستيفانو,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2582fb9c-e8ad-4f4e-9911-2e9b58abe2f3-500x500-5f4owLWdwE4eM0OJvkWyVYcwdZ5uEKGoevGGNneI.jpg",199,متجر ساراء ميكاب.csv,مجموعة قصة ليجند أوف ذا سكاي (رجالي) (عطرين),44.7,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
مجموعة فان قارد من ستيفانو,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b2808ef4-8b1b-4e8f-b057-80850029e710-500x500-Twd8lIbewU1jsylkhXeS1YMk0YzIW3aZJ1d5hnDC.jpg",199,متجر ساراء ميكاب.csv,مجموعة زودياك النخبة من زودياك,53.2,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
عرض المجموعة النسائية مع سولا من ستيفانو,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4d1fd20b-a4db-495b-b35e-2162063fcca7-500x500-jiLaSDDkeUPaqveMegOatDsgkx6YTgmHwNkIqSCq.png",269,متجر ساراء ميكاب.csv,مجموعة جيس بيلا فيتا النسائية,46.1,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
بلسم لنمو الشعر ومنع التساقط والقشرة من ساكورا الياباني - 300 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/da93af83-9e07-4016-bab4-2ef8e8a659e3-375.21663778163x500-XWAoM7A4hf7KJ6q6ACeJF6pOFHI8E9LIeZueZhD9.png",11,متجر ساراء ميكاب.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,17.8,GOLDEN-LOW-VERIFIED,اليابا,new,,
عرض المجموعة الرجالية مع جالهاد من ستيفانو,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/80becf9c-215d-4beb-93ae-64bc9c4958f6-500x500-OxIPUWAwJCs6ivqjFaQUT2v5hFHho1IqgA1Omqjp.jpg",269,متجر ساراء ميكاب.csv,مجموعة زودياك النخبة من زودياك,45.8,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
سنتيلا قناع الطين ستيك لتنظيف المسام 27 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fc7c3b67-e955-4c40-b2f0-970a213b3667-500x500-3tfNMidcfrtKgTbuYpzuDBQW6jrf7CB8f7FzeZy7.png",49,متجر ساراء ميكاب.csv,بودرة هدى بيوتي إيزي بيك آند سناتش المضغوطة لتفتيح البشرة وتثبيت المكياج 8.5 جرام,35.0,GOLDEN-LOW-VERIFIED,,new,,
كريم إكسبرت معالج ومرطب مور كيرلز للأطفال من سكالا اكسبرت - 1000 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1a0e54a6-cf47-400f-bb62-b6f5f3dadcda-375.21663778163x500-bZn8yXovYvTp79UZY2YVp5SP8iTlEAaGwiONoA97.png",41,متجر ساراء ميكاب.csv,كريم كيو في QV للبشرة الحساسة 500 جرام,37.5,GOLDEN-LOW-VERIFIED,كريد,new,,
كريم الجسم دولتشي آند غابانا ديفوشن 180 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0f1f50ff-d435-453c-ae2b-413f97a01d4b-500x500-Wvv7Z4QGHFKPNEh1Ztxcwsnq4FE2qtnf5MNfbZTU.png",299,متجر ساراء ميكاب.csv,كريم الجسم شانيل ان فايف 150جم,32.6,GOLDEN-LOW-VERIFIED,كريد,new,,
مجموعة الاستكشاف النسائية من ستيفانو 6 × 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a8b63ff9-b8b2-45fa-8e45-7a01f7668001-500x500-C4qOMHeh3Why5ixY84zeu4UJrFcbQauO1MGGUMXI.png",119,متجر ساراء ميكاب.csv,مجموعة جيس بيلا فيتا النسائية,31.0,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
معطر الجسم من فان قارد من ستيفانو 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/88904106-046d-46a8-9829-569a9d0d60a6-500x500-zH6ysYOXc6wevPslmBhYzTK1HS3QwHcSB75uy7by.png",99,متجر ساراء ميكاب.csv,مجموعة لافيرن ليجند (عطر وعطر جسم) - 100 مل,46.1,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
بخاخ حماية الشعر من الحرارة من تريسمي 236مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8416fb89-32d0-4e84-ad1b-bb12b3152cf3-500x500-wRCuZTo4MUawQ6KmOV0Nw9EEjmNW4v3h5dMICLCS.png",89,متجر ساراء ميكاب.csv,معطر شعر بايريدو لا توليب 75 مل للنساء,16.5,GOLDEN-LOW-VERIFIED,,new,,
سيروم ريتينول للعناية المركزة من سوم باي مي - 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2090df75-e24f-4533-8c76-24021b8cf4e1-500x500-AcFy79N7xDBhrVISByTGFhXuDruuYEE7lDyUo7bO.png",78,متجر ساراء ميكاب.csv,سيروم لاروش بوزيه إيفاكلار شديد التركيز 30 مل,43.5,GOLDEN-LOW-VERIFIED,,new,,
كريم روز يساعد على تنقية البشرة - 25 جم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9637db6e-1032-4e46-99ac-ff2c01cbbdfc-500x500-a05MX8lt9Jx8aT6s8Ao0nAScc5MvYAPXeXerDjB9.png",17,متجر ساراء ميكاب.csv,كريم كيوفي ترطيب البشرة - 500غ,33.9,GOLDEN-LOW-VERIFIED,كريد,new,,
عطر نيشاني مانت تو بي سن او دي بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4b86d3b5-b987-4b46-8bdb-0ca4f736c11d-432.96089385475x500-Um3rghXkMspjJoRmNPD88ZIjJrcWLRbVoWPOeqI5.png",920,متجر ساراء ميكاب.csv,عطر تروساردي ذا بلاك روز او دي بارفيوم 100مل,41.6,GOLDEN-LOW-VERIFIED,نيشاني,new,,
مجموعة الاستكشاف الرجالية من ستيفانو 6 × 10 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/74de71d9-efea-4ef9-8314-9f80af8cc661-500x500-Jn2kxVaHAjbTsEbO1L1rQtwnaar0yx0x6N2CY9cY.png",119,متجر ساراء ميكاب.csv,مجموعة عطور بيجاسوس و جريس  100 مل إريك من عساف,16.5,GOLDEN-LOW-VERIFIED,ستيفانو,new,,
مجموعة كارتير لي بانثير اودي بارفيوم نسائي 75مل + عطر 25 مل + كريم معطر للجسم 200مل + كريم اليدين 40مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/20231bdf-274f-42ac-9c9f-ea3094ae8ce5-500x500-DudFZORwNw5kVKmGTCyWFTs2v2hkcWPbkiGimXWK.png",1322,متجر ساراء ميكاب.csv,طقم كارتيرلي بانثير اودي بارفيوم نسائي 100 مل + عطر بخ 10 مل + بودي لوهن 75 مل,33.2,GOLDEN-LOW-VERIFIED,كاريرا,new,,
عينة كويلك فلور جاردين سيكريت أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4e77ce85-9fd9-43b8-ac00-64a764e75c38-500x500-UhIrrzvdLQwyWX152BtUTyVjSWeaBAyqO0WoKI4g.png",13,متجر ساراء ميكاب.csv,تستر دولتشي أند غابانا فيلفت ديزيرت عود أو دو بارفيوم 50مل,51.8,GOLDEN-LOW-VERIFIED,,new,,
عينة ايسنس رير هوبيجانت باريس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bb9eb010-4120-4aa8-8449-c963fc21648b-500x500-Enl1QnOsZbGj5x9rj08WRfAxNyH0g31o6380LBUe.png",13,متجر ساراء ميكاب.csv,تستر كورلوف باريس رويال عود أو دو بارفيوم 88مل,34.7,GOLDEN-LOW-VERIFIED,هوبيجان,new,,
عينة لا بيل سيزون عطر زهري للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1d811b1b-1031-41ed-b780-16985d404756-500x500-77kE6wSBCPyHWj4riUk5iSjL4wGSZo10TJ4NZf1V.png",13,متجر ساراء ميكاب.csv,عطر جس جيرل بيل أو دو تواليت 100مل,44.2,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر فان بي رم من لورنزو بازاجليا اكستريت دو برفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8a95395a-5ddc-4070-970b-e1290cbd80b7-500x500-huZwAPGZ27H0cru0Vf3psV4HxqIcIgZuQmneYvXZ.png",23,متجر ساراء ميكاب.csv,عطر إنتيمو كاريزما من رامون بيجار إكستريت دو برفيوم 100مل,39.2,GOLDEN-LOW-VERIFIED,لورينزو بازاجليا,new,,
عينة لورينزو بازاجيليا بخور الليل نوترينو,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7e4b750f-2abd-4011-8245-0318601a8dc7-500x500-M2bWHce2Ky54sV1EKxCvs06klkDnX11XtLVkSYd2.png",23,متجر ساراء ميكاب.csv,أوفرا بودرة إضاءة - روديو درايف,42.0,GOLDEN-LOW-VERIFIED,لورينزو بازاجليا,new,,
احمر شفاه كريم ليب ستين كلاسيك بيج من سيفورا - 02,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0cc41f99-6a94-44b5-a048-3a5a057bc05e-500x500-21QdGjjrNF53TN8FPYc5iN3eXmeBuFGClGACHvHb.png",74,متجر ساراء ميكاب.csv,بودرة ديور ميس ديور بلومينج المعطرة- 16جرام,32.2,GOLDEN-LOW-VERIFIED,,new,,
كريم الترطيب العميق من امبريوليس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2d76b067-1436-4c53-b081-ac681da9220e-500x500-yocBv5WdbHy71Bi0oz5qAviwhB9fUE03kG2PP6sb.png",71,متجر ساراء ميكاب.csv,بخور جنئ,35.0,GOLDEN-LOW-VERIFIED,بوليس,new,,
عطر كافي فراولة اطفال كلاسيك كولكشن 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9679dcd4-a663-48d7-a1ec-5168241d9022-500x479.41176470588-4UtrR5N6W8fMgqw4fOO48b5V8gBd9vcDRVHOBkk0.png",17,متجر ساراء ميكاب.csv,عطر سن سيت كافيه الكرز او دو بارفيوم 50مل للاطفال,15.8,GOLDEN-LOW-VERIFIED,,new,,
عطر جيروبوام فيسبيرو إكستريت دي برفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/05ca55e5-b629-4d10-945c-c4b9effda928-500x500-s0Hl8h28G6gDPzNjCY5abvF7pRlHRq9WZqhGTeMU.png",448,متجر ساراء ميكاب.csv,عطر رامون بيجار أنيما فيفا إكستريت دو برفيوم 100مل,40.0,GOLDEN-LOW-VERIFIED,جيروبوم,new,,
عينة لورينزو بازاجليا ايسكو بازو اكسترايت دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e1733053-76ba-4a1c-b358-601e01c41342-500x500-lcJb9fwWmJciQJl9iCBK8BGtG4UmJMoc9M7OBSku.png",23,متجر ساراء ميكاب.csv,تستر روبيرتو كافالي نيرو اسولوتو او دو بارفيوم - 75 مل,40.0,GOLDEN-LOW-VERIFIED,لورينزو بازاجليا,new,,
بانوكسيل غسول كريمي لحب الشباب بنزويل بيروكسيد 4٪ 170ج,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b70292f1-54ad-4925-87d9-b411e25f887a-500x500-GMtIxVL8GOxzRoDkwVV9aXATxVX3uw1mX0ub1gIZ.png",52,متجر ساراء ميكاب.csv,عطر فرنش أفينيو كوكا مورادو او دو بارفيوم 100مل,23.4,GOLDEN-LOW-VERIFIED,,new,,
عينة لورينزو بازاجليا ناركوتكس سترس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/67a3179b-fa74-41c1-af64-da164ec3ec38-500x500-89UczZ1u7ZMm3NNNu6wIY2AhCsSI9tKi0hrq98TT.png",23,متجر ساراء ميكاب.csv,تارت كونسيلر شيب تيب - كونسيلر متعدد الاستخدامات,38.1,GOLDEN-LOW-VERIFIED,لورينزو بازاجليا,new,,
عينة لورينزو بازاجليا سبيتشليس اكسترايت دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f4dfb38b-5079-4ea8-a7c6-66c963f14693-500x500-RVL9C1Q2gnhlZ76iMOXOLZlgD6m38T6PObrLfreU.png",23,متجر ساراء ميكاب.csv,عينة دانهيل سنشري او دو بارفيوم 2مل,42.5,GOLDEN-LOW-VERIFIED,لورينزو بازاجليا,new,,
ريل تكنيكس - مجموعة فرش مكياج العين الاساسية ، 8 فرش,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/26bcc8b5-dc06-4752-a76d-d86d04f8f48d-385.76449912127x500-e9pz0XD5H1fDbhG2DtFlJg5pEMvYpB3EyVHaEXu7.png",67,متجر ساراء ميكاب.csv,باليت ظلال العيون كريمي أوبسيشنز - درجة بني,51.7,GOLDEN-LOW-VERIFIED,,new,,
قناع تقوية الشعر اكليل الجبل والنعناع من ميلي ، 340 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/67fc0976-80de-419e-ab82-fb8b2b6330cf-500x500-oUFn6cNtOkAaym6LwkbLQBdgSysX6LYbycIgzJ5K.png",40,متجر ساراء ميكاب.csv,كارسيل للشعر قناع معالج  بالكولاجين للشعر الجاف والتالف - 500 مل,29.3,GOLDEN-LOW-VERIFIED,,new,,
بودره بنانا حصريFBE002,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/953adda9-d8b6-4383-8c0b-03670528dc2c-500x500-AQOvOeMq1nhICkFxGJMqldaP30pxkowmZBYlalHM.png",40,متجر ساراء ميكاب.csv,عود تايجر -1 أوقية- بصمة النمر.. عبق القوة والتميز,44.0,GOLDEN-LOW-VERIFIED,,new,,
معطر الجسم والشعر ذا مسك من ايسنشيال 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3e6b3074-99a6-4e13-8df3-655facae8d3c-500x500-Pb5hwF2bZy5wiNezwklMoEZDYm39zdI8JQKTToWK.png",287,متجر ساراء ميكاب.csv,معطر للشعر مونتال وايت مسك 100 مل,46.1,GOLDEN-LOW-VERIFIED,,new,,
معطر الجسم والشعر بوا امبيريال من ايسنشيال 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bc8cc6e2-4110-41f9-9e9e-a40e2b4f6613-428.45188284519x500-G3K0H9RkoF8SBsyoMbM09BoWGEmz3Ji9vEr4Ui6Y.png",276,متجر ساراء ميكاب.csv,معطر للشعر مونتال وايت مسك 100 مل,42.8,GOLDEN-LOW-VERIFIED,امبريل,new,,
عطر ذا مسك من ايسنشال اكسترايت 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/15c59aa9-d804-4122-a9c6-dcca74d4e0f6-500x500-gdgHDJbXQkJWszVygjpoyJZsyN4TKotZtlrusK4M.png",483,متجر ساراء ميكاب.csv,عطر زيرجوف مفيستو أو دو بارفيوم 30مل (للجنسين),34.9,GOLDEN-LOW-VERIFIED,لاكوست,new,,
عطر خمرة دخان من لطافه أودي بارفيوم للرجال 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/58773a40-6b2b-49ec-a6a4-7ecfcf503456-500x500-2GMgJmy5vs962u0iSCvaxpGmOnYm7tg3Ny4nVYPw.png",132,متجر ساراء ميكاب.csv,عطر ديفي كالفن كلاين للرجال اودي بارفيوم 100 مل,53.6,GOLDEN-LOW-VERIFIED,,new,,
عطر فلفيت دايموند اودي بارفيوم نسائي - 85 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f5333bcd-0267-4ee7-9ad8-f60d73006eb5-500x500-3BO6ptNASJnXYKhgyJEnsRJWJllYBUVbR8aLwpIT.jpg",115,متجر ساراء ميكاب.csv,عطر بربري بودي أو دو بارفيوم 85مل (نسائي),46.8,GOLDEN-LOW-VERIFIED,,new,,
عينة أوبال من بوديسيا ذا فيكتورياس او دي بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/524de7ca-53dc-43fa-8438-c9f96427b69f-500x500-FV0LJ5KDSoUzZwOo8H13mJumVJBUfM8JU6s4j0rQ.png",46,متجر ساراء ميكاب.csv,تستر بوكانيرا من اورتو باريسي - 50مل- بارفيوم,39.6,GOLDEN-LOW-VERIFIED,بوديسيا,new,,
عطر جادور إنفينيسيم من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7d96673a-9dc2-4e96-b22f-0b7884f27ded-500x500-kauA1EAbVaFmarRKirXEXmwxNrdqC74WbsZ6H3mx.jpg",621,متجر ساراء ميكاب.csv,عطر أرماني بريفيه عود رويال كولكتور أو دو بارفان إنتنس 100مل,37.2,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر جادور لور ايسينس ديور اودي بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a05e34b4-5a74-41e8-bb95-43e97191207b-500x500-G20i6sBsZfkPbscbHvzvORogBAX2JVSiqBYMaIWx.webp",822,متجر ساراء ميكاب.csv,عطر كارولينا هيريرا فيري جود جيرل أو دو بارفيوم 80مل,38.7,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر جادور بارفوم دو من كريستيان ديور أو دو بارفان خالي من الكحول,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0b46e18f-7bdf-466d-a4c5-7c6770935af2-500x500-lTYf0QdE7oDeIRMSH11j4CbXMa3oatdJdLukz97O.jpg",493,متجر ساراء ميكاب.csv,عطر جان بول غوتييه سكاندال باي نايت أو دو بارفيوم 80مل,36.4,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر توباكلور من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/64c8df83-2e1f-4023-b53c-395925a7cb60-500x500-aXKJFy4mpQW7q6a8VlBYecz3F9X5nhQfMpgSVZy2.jpg",1644,متجر ساراء ميكاب.csv,عطر بولغاري لو جيم تايجر أو دو بارفيوم 125مل,36.0,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر لو دو بارفان لومينوز من كلوي للنساء أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/add4e829-551b-4d96-8ba3-794bf826f420-500x500-FHlIlAXJtP1HvzcYxJhHIQMBKUb2XGQq05J5yiPj.jpg",698,متجر ساراء ميكاب.csv,عطر بنهاليغونز ريفنج أوف ليدي بلانش او دو بارفيوم 75مل للنساء,40.0,GOLDEN-LOW-VERIFIED,كلوي,new,,
عطر ناتوريل من كلوي للنساء أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2644efbb-46a7-4fe5-8008-2f2fbfc3fbe3-500x281.25-l1DxQw8LciXnj90rqc1xUBUT2lj1uQymDq1xJ7nV.jpg",477,متجر ساراء ميكاب.csv,عطر بنهاليغونز ريفنج أوف ليدي بلانش او دو بارفيوم 75مل للنساء,39.7,GOLDEN-LOW-VERIFIED,كلوي,new,,
عطر نوماد نوي ديجيب من كلوي أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8dbd34d5-53a2-4b27-bbdd-3ff834f66431-500x500-Oa73wDLa8QUiYTuv1L9uov6bsbkCzwWsoWNwvz0x.jpg",276,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون اسينس أو دو بارفيوم 65مل,36.7,GOLDEN-LOW-VERIFIED,كلوي,new,,
عطر لاكي من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/77ff2109-9af2-457b-856b-25db3f2cf00a-500x500-ZnCo2upk0k2ynd2uzUbj03zI9ByTn8soVJj0wegc.png",1868,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,42.6,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر ذا كاشمير من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9d97065f-76e3-4767-8302-aa1740aa0148-500x500-vEBbxINa46TM94MYJFVrvYXNrc5EAmKO2j8kqAey.jpg",1868,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,43.6,GOLDEN-LOW-VERIFIED,ديور,new,,
